movieId,avg_score,name,categories,working_hours,city
7218,4.5,"Ox-Bow Incident, The",Western,"The Ox-Bow Incident is a 1943 American western film directed by William A. Wellman, starring Henry Fonda, Dana Andrews and Mary Beth Hughes, with Anthony Quinn, William Eythe, Harry Morgan and Jane Darwell. Two drifters are passing through a Western town, when news arrives that a local rancher has been murdered and his cattle stolen. The townspeople, joined by the drifters, form a posse to catch the perpetrators. They find three men in possession of the cattle, and are determined to see justice done on the spot.",1943
6515,4.5,You Only Live Once,Film-Noir,,1937
48872,4.5,13 Tzameti,Film-Noir,"13 Tzameti is a 2005 suspense thriller film written, produced, and directed by Georgian filmmaker Géla Babluani. ""Tzameti"" (ცამეტი; tsameti) is the Georgian word for thirteen. 13 Tzameti is the feature-length directorial debut for Babluani. It also marks the acting debut of his younger brother Georges, who plays the film's protagonist Sébastien. The music was composed by East (Arnaud Taillefer) from the French band Troublemakers.",2005
82857,4.5,Sweetgrass,Western,"The Sweetgrass–Coutts Border Crossing connects the town of Sweet Grass, Montana, with Coutts, Alberta, on the Canada–United States border. It is the busiest port of entry in the state of Montana, and is the location where Interstate 15 meets Alberta Highway 4. This crossing is open 24/7.",2009
7614,4.5,Oklahoma!,Western,"Oklahoma ( (); Cherokee: ᎣᎦᎳᎰᎹ, ogalahoma; Choctaw: Oklahumma) is a state in the South Central region of the United States, bordered by the state of Texas on the south and west, Kansas on the north, Missouri on the northeast, Arkansas on the east, New Mexico on the west, and Colorado on the northwest. It is the 20th-most extensive and the 28th-most populous of the 50 United States. Its residents are known as Oklahomans (or colloquially, ""Okies""), and its capital and largest city is Oklahoma City.",1955
78620,4.5,"Scalphunters, The",Western,"The Scalphunters is a 1968 American western film starring Burt Lancaster, Ossie Davis and Telly Savalas. The film was directed by Sydney Pollack, with the score written by Elmer Bernstein. Davis was nominated for a Golden Globe for Best Supporting Actor for his performance in the film. Filming took place in Sierra de Órganos National Park in the town of Sombrerete, Mexico.",1968
144976,4.5,Bone Tomahawk,Western,"This is a list of coalition (Multi-National Force – Iraq) military operations of the Iraq War. The list covers operations from 2003 until December 2011. For later operations, see American-led intervention in Iraq (2014–present).",2015
173535,4.5,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger,(no genres listed),"Mystery fiction is a genre of fiction usually involving a mysterious death or a crime to be solved. Often with a closed circle of suspects, each suspect is usually provided with a credible motive and a reasonable opportunity for committing the crime. The central character will often be a detective (like Sherlock Holmes and his assistant John H. Watson) who eventually solves the mystery by logical deduction from facts presented to the reader. Sometimes mystery books are nonfictional. ""Mystery fiction"" can be detective stories in which the emphasis is on the puzzle or suspense element and its logical solution such as a whodunit. Mystery fiction can be contrasted with hardboiled detective stories, which focus on action and gritty realism.",1980
169034,4.5,Lemonade,(no genres listed),"Lemonade is the sixth studio album by American singer Beyoncé, released on April 23, 2016, by Parkwood Entertainment and Columbia Records. It was her second ""visual album"" following her 2013 eponymous fifth album, and is a concept album. Primarily an R&B album, Lemonade encompasses a variety of genres, including pop, reggae, blues, rock, hip hop, soul, funk, Americana, country, gospel, electronic, and trap. It features guest vocals from James Blake, Kendrick Lamar, The Weeknd, and Jack White, and contains samples and interpolations of a number of hip hop and rock songs.",2016
171495,4.5,Cosmos,(no genres listed),"The New York Cosmos is an American professional soccer club based in Uniondale, New York that plays in the National Independent Soccer Association (NISA). The club has previously competed in the National Premier Soccer League (NPSL) and North American Soccer League (NASL). The present formation of the team and organization, established since August 2010, is a rebirth of the original New York Cosmos (1970–1985) that played in the previous North American Soccer League (1968–1984), the former first division of North American soccer.",Cosmos
942,4.333333333333333,Laura,Film-Noir,"Laura Pausini  (Italian: [ˈlaura pauˈziːni]; born 16 May 1974) is an Italian pop singer-songwriter, record producer and television personality. As a child, she was encouraged by her father to join him during his performances in local piano bars. After competing in local singing contests, Pausini signed her first recording contract. She rose to fame in 1993, winning the newcomer artists' section of the 43rd Sanremo Music Festival with her debut single ""La solitudine"", which became an Italian standard and an international hit, topping the charts in Italy, the Netherlands, and Belgium. Her eponymous debut album was released in Italy on 23 April 1993 and later became an international success, selling two million copies worldwide.",1944
922,4.333333333333333,Sunset Blvd. (a.k.a. Sunset Boulevard),Film-Noir,"Sunset Boulevard is a boulevard in the central and western part of Los Angeles, California that stretches from the Pacific Coast Highway in Pacific Palisades east to Figueroa Street in Downtown Los Angeles. It is a major thoroughfare in the cities of Beverly Hills and West Hollywood (including a portion known as the Sunset Strip), as well as several districts in Los Angeles.",1950
3435,4.323529411764706,Double Indemnity,Film-Noir,"Double Indemnity is a 1944 film noir directed by Billy Wilder, co-written by Wilder and Raymond Chandler, and produced by Buddy DeSylva and Joseph Sistrom. The screenplay was based on James M. Cain's 1943 novella of the same name, which originally appeared as an eight-part serial in Liberty magazine, beginning in February 1936. Praised by many critics when first released, Double Indemnity was nominated for seven Academy Awards but did not win any. Widely regarded as a classic, it often is cited as having set the standard for film noir.",1944
1248,4.264705882352941,Touch of Evil,Film-Noir,"Touch of Evil is a 1958 American film noir written, directed by and co-starring Orson Welles. The screenplay was loosely based on the novel Badge of Evil by Whit Masterson. Along with Welles, the cast includes Charlton Heston, Janet Leigh, Joseph Calleia, Akim Tamiroff and Marlene Dietrich. One of the last examples of film noir in the genre's classic period, its reputation has grown since its release, and it is now widely regarded as one of Welles's best motion pictures and one of the best classic-era films noir.",1958
1797,4.25,Everest,IMAX,"Mount Everest (Nepali: Sagarmatha सगरमाथा; Tibetan: Chomolungma ཇོ་མོ་གླང་མ; Chinese: Zhumulangma 珠穆朗玛) is Earth's highest mountain above sea level, located in the Mahalangur Himal sub-range of the Himalayas. The international border between Nepal (Province No. 1) and China (Tibet Autonomous Region) runs across its summit point. The current official elevation of 8,848 m (29,029 ft), recognised by China and Nepal, was established by a 1955 Indian survey and subsequently confirmed by a Chinese survey in 1975.",1998
58559,4.238255033557047,"Dark Knight, The",IMAX,"The Dark Knight is a 2008 superhero film directed, co-produced, and co-written by Christopher Nolan. Based on the DC Comics character Batman, the film is the second installment of Nolan's The Dark Knight Trilogy and a sequel to 2005's Batman Begins, starring Christian Bale and supported by Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal, and Morgan Freeman. In the film, Bruce Wayne / Batman (Bale), Police Lieutenant James Gordon (Oldman) and District Attorney Harvey Dent (Eckhart) form an alliance to dismantle organized crime in Gotham City, but are menaced by an anarchistic mastermind known as the Joker (Ledger), who seeks to undermine Batman's influence and turn the city to chaos.",2008
78499,4.109090909090909,Toy Story 3,IMAX,This is a list of characters from Disney/Pixar's Toy Story franchise.,2010
79132,4.066433566433567,Inception,IMAX,"Inception is a 2010 psychological science fiction action film written and directed by Christopher Nolan, who also produced the film with his wife, Emma Thomas. The film stars Leonardo DiCaprio as a professional thief who steals information by infiltrating the subconscious of his targets. He is offered a chance to have his criminal history erased as payment for the implantation of another person's idea into a target's subconscious. The ensemble cast includes Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Dileep Rao, Cillian Murphy, Tom Berenger, and Michael Caine.",2010
